Time,Symbol,Funding Interval,Funding Rate
2023-07-17 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-16 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0067%
2023-07-16 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0156%
2023-07-16 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-15 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-15 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-15 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0124%
2023-07-14 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-14 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-14 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0015%
2023-07-13 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-13 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-13 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-12 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0175%
2023-07-12 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0111%
2023-07-12 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-11 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-11 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-11 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0074%
2023-07-10 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-10 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-10 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-09 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0159%
2023-07-09 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0009%
2023-07-09 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-08 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-08 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-08 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0188%
2023-07-07 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0195%
2023-07-07 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-07 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-06 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-06 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-06 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-05 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-05 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-05 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-04 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-04 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-04 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-03 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-03 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-03 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-02 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-02 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-02 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-01 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-01 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-07-01 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-30 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-30 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-30 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-29 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-29 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-29 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-28 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-28 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0091%
2023-06-28 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-27 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-27 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-27 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-26 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-26 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-26 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0022%
2023-06-25 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-25 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-25 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-24 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-24 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-24 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0102%
2023-06-23 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-23 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-23 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-22 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-22 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0026%
2023-06-22 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0019%
2023-06-21 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0089%
2023-06-21 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0224%
2023-06-21 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0095%
2023-06-20 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0028%
2023-06-20 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0058%
2023-06-20 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-19 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-19 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-19 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-18 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-18 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-18 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-17 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-17 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-17 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0078%
2023-06-16 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0012%
2023-06-16 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0072%
2023-06-16 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-15 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-15 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-15 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-14 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-14 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0011%
2023-06-14 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-13 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-13 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-13 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-12 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-12 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-12 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-11 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0188%
2023-06-11 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0118%
2023-06-11 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-10 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-10 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-10 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-09 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-09 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0012%
2023-06-09 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0093%
2023-06-08 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0051%
2023-06-08 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-08 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-07 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0019%
2023-06-07 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-07 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-06 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-06 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0027%
2023-06-06 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-05 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-05 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-05 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-04 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-04 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-04 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-03 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-03 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-03 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0099%
2023-06-02 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0009%
2023-06-02 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0045%
2023-06-02 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-01 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-01 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-06-01 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-31 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-31 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-31 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-30 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-30 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-30 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-29 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0086%
2023-05-29 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-29 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-28 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-28 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0184%
2023-05-28 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0423%
2023-05-27 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0110%
2023-05-27 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0077%
2023-05-27 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0333%
2023-05-26 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0425%
2023-05-26 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0167%
2023-05-26 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0005%
2023-05-25 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0092%
2023-05-25 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-25 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-24 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-24 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-24 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-23 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-23 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-23 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0294%
2023-05-22 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0174%
2023-05-22 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-22 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-21 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-21 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0027%
2023-05-21 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0135%
2023-05-20 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0004%
2023-05-20 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0072%
2023-05-20 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0250%
2023-05-19 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0114%
2023-05-19 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-19 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-18 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-18 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-18 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0067%
2023-05-17 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0052%
2023-05-17 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0069%
2023-05-17 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0052%
2023-05-16 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0022%
2023-05-16 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0055%
2023-05-16 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-15 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0056%
2023-05-15 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-15 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-14 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0046%
2023-05-14 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-14 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-13 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-13 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0151%
2023-05-13 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0309%
2023-05-12 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-12 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-12 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-11 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-11 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-11 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0026%
2023-05-10 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-10 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-10 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-09 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-09 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-09 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0038%
2023-05-08 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-08 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-08 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0032%
2023-05-07 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-07 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-07 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-06 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-06 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-06 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-05 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-05 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-05 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-04 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-04 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-04 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0062%
2023-05-03 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-03 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0096%
2023-05-03 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-02 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-02 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-02 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-01 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-05-01 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0085%
2023-05-01 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-30 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0012%
2023-04-30 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0022%
2023-04-30 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-29 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0089%
2023-04-29 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-29 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-28 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-28 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-28 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-27 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-27 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-27 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-26 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-26 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0085%
2023-04-26 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-25 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-25 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-25 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-24 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-24 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-24 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0006%
2023-04-23 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-23 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-23 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-22 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0035%
2023-04-22 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-22 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-21 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-21 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-21 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-20 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-20 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-20 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-19 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-19 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-19 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-18 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-18 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-18 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-17 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-17 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-17 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-16 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-16 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-16 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-15 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-15 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-15 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-14 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-14 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-14 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-13 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-13 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-13 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-12 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-12 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-12 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-11 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-11 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-11 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-10 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-10 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-10 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0097%
2023-04-09 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-09 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-09 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-08 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-08 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-08 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-07 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-07 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-07 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-06 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-06 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-06 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-05 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0092%
2023-04-05 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-05 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-04 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-04 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-04 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-03 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-03 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0034%
2023-04-03 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-02 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-02 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-02 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-01 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-04-01 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0068%
2023-04-01 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-31 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-31 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-31 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0132%
2023-03-30 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-30 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0095%
2023-03-30 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-29 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0054%
2023-03-29 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-29 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0110%
2023-03-28 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-28 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0081%
2023-03-28 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-27 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-27 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-27 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0015%
2023-03-26 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-26 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0062%
2023-03-26 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0040%
2023-03-25 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-25 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-25 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0072%
2023-03-24 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-24 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-24 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-23 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-23 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0060%
