Time,Symbol,Funding Interval,Funding Rate
2022-08-04 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.2088%
2022-08-03 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1906%
2022-08-03 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1531%
2022-08-03 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1900%
2022-08-02 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1512%
2022-08-02 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0970%
2022-08-02 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1035%
2022-08-01 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1021%
2022-08-01 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0794%
2022-08-01 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0426%
2022-07-31 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0333%
2022-07-31 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0432%
2022-07-31 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0412%
2022-07-30 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0358%
2022-07-30 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0232%
2022-07-30 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0293%
2022-07-29 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0336%
2022-07-29 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0686%
2022-07-29 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0977%
2022-07-28 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0963%
2022-07-28 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0958%
2022-07-28 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0724%
2022-07-27 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0365%
2022-07-27 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-27 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-26 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0441%
2022-07-26 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0160%
2022-07-26 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0015%
2022-07-25 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0010%
2022-07-25 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0190%
2022-07-25 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0752%
2022-07-24 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0869%
2022-07-24 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0602%
2022-07-24 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0699%
2022-07-23 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0899%
2022-07-23 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0550%
2022-07-23 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0174%
2022-07-22 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0084%
2022-07-22 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0093%
2022-07-22 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0031%
2022-07-21 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0011%
2022-07-21 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0080%
2022-07-21 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0073%
2022-07-20 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0078%
2022-07-20 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0040%
2022-07-20 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0070%
2022-07-19 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0119%
2022-07-19 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0093%
2022-07-19 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0122%
2022-07-18 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0148%
2022-07-18 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0004%
2022-07-18 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0101%
2022-07-17 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0062%
2022-07-17 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-17 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-16 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-16 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0100%
2022-07-16 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0156%
2022-07-15 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0027%
2022-07-15 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-15 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0001%
2022-07-14 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0083%
2022-07-14 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0205%
2022-07-14 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0230%
2022-07-13 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0354%
2022-07-13 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0162%
2022-07-13 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0048%
2022-07-12 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0085%
2022-07-12 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-12 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0088%
2022-07-11 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-11 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-11 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-10 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-10 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-10 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-09 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-09 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-09 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-08 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-08 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-08 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-07 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-07 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-07 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-06 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-06 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-06 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-05 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-05 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-05 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-04 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-04 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-04 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-03 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-07-03 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0075%
2022-07-03 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0027%
2022-07-02 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0013%
2022-07-02 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0013%
2022-07-02 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0111%
2022-07-01 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0028%
2022-07-01 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0002%
2022-07-01 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-30 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-30 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-30 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-29 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-29 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-29 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-28 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-28 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-28 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-27 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-27 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-27 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-26 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-26 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-26 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-25 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-25 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-25 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-24 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-24 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-24 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-23 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-23 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-23 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-22 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-22 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-22 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-21 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-21 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-21 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-20 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-20 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-20 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-19 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-19 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-19 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-18 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-18 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-18 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-17 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-17 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-17 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-16 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-16 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-16 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-15 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-15 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-15 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-14 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-14 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-14 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-13 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-13 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-13 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-12 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0051%
2022-06-12 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0010%
2022-06-12 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0047%
2022-06-11 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0147%
2022-06-11 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0081%
2022-06-11 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0269%
2022-06-10 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0086%
2022-06-10 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0070%
2022-06-10 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-09 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-09 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-09 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0043%
2022-06-08 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-08 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-08 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-07 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-07 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-07 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-06 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-06 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0043%
2022-06-06 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-05 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-05 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0051%
2022-06-05 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0031%
2022-06-04 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-04 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-04 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0081%
2022-06-03 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0094%
2022-06-03 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-03 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-02 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-02 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-02 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-01 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-01 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-06-01 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0019%
2022-05-31 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-31 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-31 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-30 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-30 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-30 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-29 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-29 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-29 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-28 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0073%
2022-05-28 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-28 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-27 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-27 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-27 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-26 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-26 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-26 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0073%
2022-05-25 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-25 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-25 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-24 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-24 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-24 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-23 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-23 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-23 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-22 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-22 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-22 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-21 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-21 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-21 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-20 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-20 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-20 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-19 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-19 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-19 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-18 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-18 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-18 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-17 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-17 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-17 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-16 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-16 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-16 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-15 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-15 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-15 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-14 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-14 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-14 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-13 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-13 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-13 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-12 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-12 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-12 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-11 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-11 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-11 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-10 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-10 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-10 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-09 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-09 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-09 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-08 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-08 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0001%
2022-05-08 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0045%
2022-05-07 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0202%
2022-05-07 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0312%
2022-05-07 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0147%
2022-05-06 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0133%
2022-05-06 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0134%
2022-05-06 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0309%
2022-05-05 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0255%
2022-05-05 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-05-05 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0060%
2022-05-04 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0095%
2022-05-04 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0090%
2022-05-04 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0170%
2022-05-03 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0021%
2022-05-03 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0305%
2022-05-03 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0208%
2022-05-02 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0160%
2022-05-02 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0288%
2022-05-02 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0403%
2022-05-01 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0285%
2022-05-01 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0413%
2022-05-01 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0505%
2022-04-30 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0307%
2022-04-30 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0542%
2022-04-30 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0584%
2022-04-29 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0408%
2022-04-29 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0042%
2022-04-29 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-28 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0034%
2022-04-28 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0327%
2022-04-28 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0628%
2022-04-27 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0768%
2022-04-27 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0869%
2022-04-27 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0912%
2022-04-26 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0512%
2022-04-26 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0353%
2022-04-26 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0609%
2022-04-25 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0665%
2022-04-25 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0655%
2022-04-25 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0184%
2022-04-24 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0063%
2022-04-24 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0071%
2022-04-24 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0002%
2022-04-23 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0215%
2022-04-23 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0347%
2022-04-23 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0355%
2022-04-22 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0152%
2022-04-22 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0069%
2022-04-22 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-21 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-21 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-21 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-20 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-20 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-20 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-19 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-19 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-19 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0089%
2022-04-18 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-18 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0065%
2022-04-18 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-17 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-17 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-17 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-16 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0075%
2022-04-16 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-16 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0021%
2022-04-15 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-15 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-15 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-14 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-14 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-14 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-13 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-13 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-13 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-12 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-12 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0078%
2022-04-12 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-11 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-11 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-04-11 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
